uid,scheme,id,schemeName,uri
GB-COH|11428488,GB-COH,11428488,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|10953957,GB-COH,10953957,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00325744,GB-COH,00325744,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|10542068,GB-COH,10542068,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00590743,GB-COH,00590743,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04951416,GB-COH,04951416,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00609762,GB-COH,00609762,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|391200PKEUF3Y2NUMW25,XI-LEI,391200PKEUF3Y2NUMW25,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DE-CR|HRB 184025,DE-CR,HRB 184025,Common Register Portal of the German Federal States (CRP),https://www.handelsregister.de/rp_web/welcome.do
XI-LEI|253400JT3MQWNDKMJE44,XI-LEI,253400JT3MQWNDKMJE44,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
RU-INN|1027700043502,RU-INN,1027700043502,Uniform State Register of Legal Entities of Russian Federation,https://russianpartner.biz/
XI-LEI|25340076BE9D5XUK4H54,XI-LEI,25340076BE9D5XUK4H54,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
RU-INN|1172536017356,RU-INN,1172536017356,Uniform State Register of Legal Entities of Russian Federation,https://russianpartner.biz/
XI-LEI|253400EDWTVJSHMJ4D40,XI-LEI,253400EDWTVJSHMJ4D40,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
RU-INN|1027739462630,RU-INN,1027739462630,Uniform State Register of Legal Entities of Russian Federation,https://russianpartner.biz/
XI-LEI|213800AE1BBT5FYQGO52,XI-LEI,213800AE1BBT5FYQGO52,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
JE-FSC|41260,JE-FSC,41260,Jersey Financial Services Commission (JFSC),http://www.jerseyfsc.org/index.asp
XI-LEI|4OFD47D73QFJ1T1MOF29,XI-LEI,4OFD47D73QFJ1T1MOF29,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|00184594,GB-COH,00184594,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|549300U2MZ5WWK8T4F93,XI-LEI,549300U2MZ5WWK8T4F93,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|C1643648,US-SAM,C1643648,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|54930037QVI60C8PTH78,XI-LEI,54930037QVI60C8PTH78,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|04521108,GB-COH,04521108,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|549300RIZJIA5P32N949,XI-LEI,549300RIZJIA5P32N949,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|04521116,GB-COH,04521116,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|549300H04VOZRXNDBI22,XI-LEI,549300H04VOZRXNDBI22,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|03209327,GB-COH,03209327,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|549300E13J5YVGT4E586,XI-LEI,549300E13J5YVGT4E586,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|01693108,GB-COH,01693108,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11573312,GB-COH,11573312,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|09788236,GB-COH,09788236,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03545857,GB-COH,03545857,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04282263,GB-COH,04282263,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03015855,GB-COH,03015855,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|10872547,GB-COH,10872547,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|09120252,GB-COH,09120252,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00084121,GB-COH,00084121,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07111468,GB-COH,07111468,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|10644366,GB-COH,10644366,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03291550,GB-COH,03291550,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|01482455,GB-COH,01482455,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05528329,GB-COH,05528329,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03410466,GB-COH,03410466,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02246951,GB-COH,02246951,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04118004,GB-COH,04118004,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03708142,GB-COH,03708142,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05765286,GB-COH,05765286,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|01163844,GB-COH,01163844,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|12867899,GB-COH,12867899,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04071890,GB-COH,04071890,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05418537,GB-COH,05418537,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03394910,GB-COH,03394910,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05830195,GB-COH,05830195,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00272225,GB-COH,00272225,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04485808,GB-COH,04485808,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07440158,GB-COH,07440158,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03709742,GB-COH,03709742,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02251116,GB-COH,02251116,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00640846,GB-COH,00640846,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|09876101,GB-COH,09876101,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|14525603,GB-COH,14525603,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03403993,GB-COH,03403993,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03394992,GB-COH,03394992,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07918137,GB-COH,07918137,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00081701,GB-COH,00081701,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|15065208,GB-COH,15065208,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|06341444,GB-COH,06341444,Companies House,https://www.gov.uk/government/organisations/companies-house
