uid,scheme,id,schemeName,uri
XI-LEI|391200GAL2O80LVLFJ24,XI-LEI,391200GAL2O80LVLFJ24,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DE-CR|HRB 136926,DE-CR,HRB 136926,Common Register Portal of the German Federal States (CRP),https://www.handelsregister.de/rp_web/welcome.do
XI-LEI|5493009Y0WGGYKD2X888,XI-LEI,5493009Y0WGGYKD2X888,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|73349613,DK-CVR,73349613,Danish Central Business Register,https://datacvr.virk.dk/data/
XI-LEI|2138004C9R5QI9R5YH02,XI-LEI,2138004C9R5QI9R5YH02,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|08584210,GB-COH,08584210,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|213800XWU7V7WDEQK620,XI-LEI,213800XWU7V7WDEQK620,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|07306956,GB-COH,07306956,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|549300KY6HKK0GECYX39,XI-LEI,549300KY6HKK0GECYX39,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|6846889,US-SAM,6846889,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300FNQS5QUAPENQ15,XI-LEI,549300FNQS5QUAPENQ15,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|5858125,US-SAM,5858125,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300WRI3IMTMV3P242,XI-LEI,549300WRI3IMTMV3P242,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|27446469,DK-CVR,27446469,Danish Central Business Register,https://datacvr.virk.dk/data/
XI-LEI|W9NG6WMZIYEU8VEDOG48,XI-LEI,W9NG6WMZIYEU8VEDOG48,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|36213728,DK-CVR,36213728,Danish Central Business Register,https://datacvr.virk.dk/data/
XI-LEI|2138007V5RO48KLMZF61,XI-LEI,2138007V5RO48KLMZF61,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|07640851,GB-COH,07640851,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|2138002S3XGZ38WN5Q72,XI-LEI,2138002S3XGZ38WN5Q72,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|07640868,GB-COH,07640868,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|254900CL1QRNJC42HA89,XI-LEI,254900CL1QRNJC42HA89,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|549300HLOJDV9GDG8H69,XI-LEI,549300HLOJDV9GDG8H69,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|5711816,US-SAM,5711816,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|213800THGIUR8XF8OZ68,XI-LEI,213800THGIUR8XF8OZ68,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|08902636,GB-COH,08902636,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|5493003I024VW3EM4E21,XI-LEI,5493003I024VW3EM4E21,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|31849292,DK-CVR,31849292,Danish Central Business Register,https://datacvr.virk.dk/data/
XI-LEI|549300Q8HMKBGXWJ3Q83,XI-LEI,549300Q8HMKBGXWJ3Q83,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|28330766,DK-CVR,28330766,Danish Central Business Register,https://datacvr.virk.dk/data/
XI-LEI|549300TKCR7ADX1M3969,XI-LEI,549300TKCR7ADX1M3969,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|27210538,DK-CVR,27210538,Danish Central Business Register,https://datacvr.virk.dk/data/
XI-LEI|2138001I4N44QV4N1858,XI-LEI,2138001I4N44QV4N1858,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|18936674,DK-CVR,18936674,Danish Central Business Register,https://datacvr.virk.dk/data/
XI-LEI|213800BXZH7RWO84SI42,XI-LEI,213800BXZH7RWO84SI42,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|07489052,GB-COH,07489052,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|213800FUUO6AEPNKR357,XI-LEI,213800FUUO6AEPNKR357,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|07883217,GB-COH,07883217,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|213800LX24J8JOPTTD69,XI-LEI,213800LX24J8JOPTTD69,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|10722635,GB-COH,10722635,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|549300LOMJ5CLDVY0Q25,XI-LEI,549300LOMJ5CLDVY0Q25,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|7658083,US-SAM,7658083,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|5493002L8GVKESUG4F17,XI-LEI,5493002L8GVKESUG4F17,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|20214414,DK-CVR,20214414,Danish Central Business Register,https://datacvr.virk.dk/data/
XI-LEI|213800FYWZ9EB11MZN49,XI-LEI,213800FYWZ9EB11MZN49,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
NL-KVK|24396477,NL-KVK,24396477,Chamber of Commerce (Netherlands),https://www.kvk.nl/zoeken/handelsregister/
XI-LEI|549300P6NB0L4DRUES61,XI-LEI,549300P6NB0L4DRUES61,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|6843217,US-SAM,6843217,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300ABXTV7J6G2BT66,XI-LEI,549300ABXTV7J6G2BT66,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|5733117,US-SAM,5733117,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300RQNRIL5TRKCH60,XI-LEI,549300RQNRIL5TRKCH60,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|5995933,US-SAM,5995933,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300VWE9Z19DIFSS06,XI-LEI,549300VWE9Z19DIFSS06,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|6188681,US-SAM,6188681,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|2138003JK1RS6TXUZB17,XI-LEI,2138003JK1RS6TXUZB17,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|07883284,GB-COH,07883284,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|2138002D49GG1O189L31,XI-LEI,2138002D49GG1O189L31,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|1908773,US-SAM,1908773,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|213800SBT2QLGP2Y4974,XI-LEI,213800SBT2QLGP2Y4974,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|27446485,DK-CVR,27446485,Danish Central Business Register,https://datacvr.virk.dk/data/
XI-LEI|213800YUOGJWKMJMX615,XI-LEI,213800YUOGJWKMJMX615,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|10721881,GB-COH,10721881,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|213800Z9Y4GC3RCHQK87,XI-LEI,213800Z9Y4GC3RCHQK87,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|31846846,DK-CVR,31846846,Danish Central Business Register,https://datacvr.virk.dk/data/
XI-LEI|549300YSMIW80PKBJP33,XI-LEI,549300YSMIW80PKBJP33,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|6185890,US-SAM,6185890,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300HRMHKQNIYGN596,XI-LEI,549300HRMHKQNIYGN596,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|5977927,US-SAM,5977927,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|213800JDY3WNXKILP121,XI-LEI,213800JDY3WNXKILP121,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|05017828,GB-COH,05017828,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|549300H1I4IKVIEET127,XI-LEI,549300H1I4IKVIEET127,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|7699113,US-SAM,7699113,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|213800MV52QOR3TCID39,XI-LEI,213800MV52QOR3TCID39,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|07307131,GB-COH,07307131,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|213800NW1M8A9JCNYT42,XI-LEI,213800NW1M8A9JCNYT42,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|NI618256,GB-COH,NI618256,Companies House,http://www.companieshouse.gov.uk/
XI-LEI|5493003R5R3GH59BZM53,XI-LEI,5493003R5R3GH59BZM53,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|5715099,US-SAM,5715099,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300412T1959YGZP28,XI-LEI,549300412T1959YGZP28,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|7846943,US-SAM,7846943,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|5493004N8936WVL23W35,XI-LEI,5493004N8936WVL23W35,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|7056681,US-SAM,7056681,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300CFRPJRWHKXNB76,XI-LEI,549300CFRPJRWHKXNB76,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|7699109,US-SAM,7699109,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|549300GXQWY7TOWC7Y75,XI-LEI,549300GXQWY7TOWC7Y75,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|6609348,US-SAM,6609348,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|213800VD287CR15QNH11,XI-LEI,213800VD287CR15QNH11,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
DK-CVR|40138099,DK-CVR,40138099,Danish Central Business Register,https://datacvr.virk.dk/data/
GB-COH|04984787,GB-COH,04984787,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|15920551,GB-COH,15920551,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|00511097,GB-COH,00511097,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11032246,GB-COH,11032246,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11032205,GB-COH,11032205,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11120527,GB-COH,11120527,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11116433,GB-COH,11116433,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|2138008KTNTDICZU8L25,XI-LEI,2138008KTNTDICZU8L25,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|01126618,GB-COH,01126618,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|549300KBNGV4NYY3GE68,XI-LEI,549300KBNGV4NYY3GE68,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|894500MDF6I8J93LO347,XI-LEI,894500MDF6I8J93LO347,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
FR-RCS|632036752,FR-RCS,632036752,Trade and Companies Register ,http://www.infogreffe.fr
XI-LEI|2763RIUHRUXVYE8VBI52,XI-LEI,2763RIUHRUXVYE8VBI52,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|213800IJGJFB3GND1T26,XI-LEI,213800IJGJFB3GND1T26,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|2138008RB4WDK7HYYS91,XI-LEI,2138008RB4WDK7HYYS91,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|10336040,GB-COH,10336040,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|213800MR49XK2JV4F829,XI-LEI,213800MR49XK2JV4F829,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|00946107,GB-COH,00946107,Companies House,http://www.companieshouse.gov.uk/
GB-COH|06006643,GB-COH,06006643,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|09142569,GB-COH,09142569,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03886399,GB-COH,03886399,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|SC338426,GB-COH,SC338426,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|SC219887,GB-COH,SC219887,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07820781,GB-COH,07820781,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|14177056,GB-COH,14177056,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05656364,GB-COH,05656364,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07155949,GB-COH,07155949,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|06799825,GB-COH,06799825,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04081901,GB-COH,04081901,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|06409675,GB-COH,06409675,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04602885,GB-COH,04602885,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|14171811,GB-COH,14171811,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|14173716,GB-COH,14173716,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03158124,GB-COH,03158124,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02563623,GB-COH,02563623,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|15748728,GB-COH,15748728,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02393309,GB-COH,02393309,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07255980,GB-COH,07255980,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07389613,GB-COH,07389613,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|09926796,GB-COH,09926796,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02485860,GB-COH,02485860,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|5586006ZEFQ542K7CY16,XI-LEI,5586006ZEFQ542K7CY16,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|78900067TT5DRBFBDN88,XI-LEI,78900067TT5DRBFBDN88,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
TR-MERSIS|0843037043300016,TR-MERSIS,0843037043300016,MERSIS - Central Trade Registry System,https://mersis.gtb.gov.tr/
XI-LEI|558600EF1LZ82YHRMV66,XI-LEI,558600EF1LZ82YHRMV66,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|254900QAYP91G6IT9S19,XI-LEI,254900QAYP91G6IT9S19,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|558600JIICYLBWQXML82,XI-LEI,558600JIICYLBWQXML82,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|254900WTRWZEZCPDUX78,XI-LEI,254900WTRWZEZCPDUX78,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|2549003H0S48GD7PM233,XI-LEI,2549003H0S48GD7PM233,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|5586007HYS59B0NF2875,XI-LEI,5586007HYS59B0NF2875,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|558600PYVWFWMUJOFH53,XI-LEI,558600PYVWFWMUJOFH53,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|558600YVNWCJ1L7RA642,XI-LEI,558600YVNWCJ1L7RA642,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|789000DWLOUQNDCW8W61,XI-LEI,789000DWLOUQNDCW8W61,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
TR-MERSIS|0068006387095226,TR-MERSIS,0068006387095226,MERSIS - Central Trade Registry System,https://mersis.gtb.gov.tr/
XI-LEI|635400BL7XGTQHK8HM19,XI-LEI,635400BL7XGTQHK8HM19,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|5493005ECQRC5SLACT53,XI-LEI,5493005ECQRC5SLACT53,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
US-SAM|6782205,US-SAM,6782205,"System for Award Management (SAM) Unique Entity ID, USA",https://sam.gov/content/entity-registration
XI-LEI|25490082FQJTDUC7Y169,XI-LEI,25490082FQJTDUC7Y169,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|213800AG2V6YE68H5N63,XI-LEI,213800AG2V6YE68H5N63,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|00031014,GB-COH,00031014,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|558600JW2XPMLG97TV14,XI-LEI,558600JW2XPMLG97TV14,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|558600QX2SVCL51BY860,XI-LEI,558600QX2SVCL51BY860,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|7N7YKE66OZ27KON72O26,XI-LEI,7N7YKE66OZ27KON72O26,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|01223938,GB-COH,01223938,Companies House,http://www.companieshouse.gov.uk/
GB-COH|12419163,GB-COH,12419163,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03281264,GB-COH,03281264,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03305197,GB-COH,03305197,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03299418,GB-COH,03299418,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03305223,GB-COH,03305223,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03305117,GB-COH,03305117,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05982811,GB-COH,05982811,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05981582,GB-COH,05981582,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|14525696,GB-COH,14525696,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03304752,GB-COH,03304752,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03305238,GB-COH,03305238,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02529667,GB-COH,02529667,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03305181,GB-COH,03305181,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03305201,GB-COH,03305201,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03305173,GB-COH,03305173,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03281103,GB-COH,03281103,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03281010,GB-COH,03281010,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03305112,GB-COH,03305112,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03305231,GB-COH,03305231,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11205113,GB-COH,11205113,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|12415316,GB-COH,12415316,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05042139,GB-COH,05042139,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11128634,GB-COH,11128634,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03383583,GB-COH,03383583,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04273370,GB-COH,04273370,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|06861426,GB-COH,06861426,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|06254688,GB-COH,06254688,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03796850,GB-COH,03796850,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|12388231,GB-COH,12388231,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03280933,GB-COH,03280933,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|213800DBE5Y9ZM58PN63,XI-LEI,213800DBE5Y9ZM58PN63,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|07068789,GB-COH,07068789,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|10498997,GB-COH,10498997,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|10787931,GB-COH,10787931,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|03462881,GB-COH,03462881,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02482660,GB-COH,02482660,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|11078321,GB-COH,11078321,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|05743495,GB-COH,05743495,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02243045,GB-COH,02243045,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|04877889,GB-COH,04877889,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02797701,GB-COH,02797701,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02571516,GB-COH,02571516,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|08212279,GB-COH,08212279,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02644862,GB-COH,02644862,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|13555386,GB-COH,13555386,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07158144,GB-COH,07158144,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07158142,GB-COH,07158142,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|07158140,GB-COH,07158140,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|01668247,GB-COH,01668247,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|12095560,GB-COH,12095560,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|13130144,GB-COH,13130144,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|12332828,GB-COH,12332828,Companies House,https://www.gov.uk/government/organisations/companies-house
GB-COH|02147783,GB-COH,02147783,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|213800E11LI1SCETU492,XI-LEI,213800E11LI1SCETU492,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
GB-COH|05975475,GB-COH,05975475,Companies House,https://www.gov.uk/government/organisations/companies-house
XI-LEI|213800FF7EXWECXGTO26,XI-LEI,213800FF7EXWECXGTO26,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|724500Q21GMC2GYKCQ29,XI-LEI,724500Q21GMC2GYKCQ29,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
NL-KVK|27149802,NL-KVK,27149802,Chamber of Commerce (Netherlands),https://www.kvk.nl/zoeken/handelsregister/
XI-LEI|724500NMPK4BBMMMD571,XI-LEI,724500NMPK4BBMMMD571,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
NL-KVK|27154985,NL-KVK,27154985,Chamber of Commerce (Netherlands),https://www.kvk.nl/zoeken/handelsregister/
XI-LEI|213800UNJSVQFNUYYW03,XI-LEI,213800UNJSVQFNUYYW03,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
XI-LEI|894500EHT892H6TZZN33,XI-LEI,894500EHT892H6TZZN33,Global Legal Entity Identifier Index,https://www.gleif.org/en/about-lei/introducing-the-legal-entity-identifier-lei
IN-MCA|U40300TN2012PTC101788,IN-MCA,U40300TN2012PTC101788,"Government of India, Ministry of Corporate Affairs",http://www.mca.gov.in/
