start_key,end_key,type,ordinal
XI-LEI-G1KG0OQD10NOMCMLDZ35,3567c128c05206aa752c8abb66e254e1,registered,0
XI-LEI-G1KG0OQD10NOMCMLDZ35,3567c128c05206aa752c8abb66e254e1,business,1
XI-LEI-254900BCHAHIH6LIMH46,5f3d36e5606a625f84c304764e67923a,registered,0
XI-LEI-254900BCHAHIH6LIMH46,391315c66d5d2dc6d16edd3b284c0e54,business,1
XI-LEI-254900HJ9HXOBA1QQV90,f1f7d5d2b24f3aaa5933f73e92af8e04,registered,0
XI-LEI-254900HJ9HXOBA1QQV90,a001bc82908ad12aaf1d4916460c6a52,business,1
XI-LEI-254900ZNKJZYGD4G1S03,0884dc06645c2294fa9ab6dc087635ba,registered,0
XI-LEI-254900ZNKJZYGD4G1S03,4e63997011a8d50c742ef0a8ed401245,business,1
XI-LEI-7245003VD7E4T30HJD24,e9b51eb687677569ff538345f4046787,registered,0
XI-LEI-7245003VD7E4T30HJD24,e9b51eb687677569ff538345f4046787,business,1
GB-COH-02316280,42ba2c5a644545ffa49f66eae8f719d5,registered,0
GB-COH-03947697,42ba2c5a644545ffa49f66eae8f719d5,registered,0
GB-COH-12777775,42ba2c5a644545ffa49f66eae8f719d5,registered,0
GB-COH-00304682,42ba2c5a644545ffa49f66eae8f719d5,registered,0
GB-COH-06226615,e6860df6578f32eb10e5e896c1af6b5f,registered,0
GB-COH-00510676,42ba2c5a644545ffa49f66eae8f719d5,registered,0
GB-COH-ENT-SC725848-5-Ni8RgTCbHH8djGp8mfsYQj_SI,f51a9691131c03ee4c9196794675a2a8,alternative,0
GB-COH-04622959,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-14708857,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-12733601,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-06720009,23cb844daaeb34ffc4e759afac30954d,registered,0
GB-COH-00553535,a250f9da3b23f5f11d85f7c18d8af521,registered,0
GB-COH-09023011,de772f6112fe3a83f2273b6b804e8456,registered,0
GB-COH-10087465,d59e6137edc318fad7e9740aa443ed1c,registered,0
GB-COH-04342803,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00759094,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-02063581,8064badcd93803f27f3ed321dcdc5b23,registered,0
GB-COH-01744961,7fc7a32c9304e62051fce93a0e46bfb3,registered,0
GB-COH-16116079,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00260320,30a1a78efd3054d1be2c7c3d40bdafb3,registered,0
GB-COH-00140141,30a1a78efd3054d1be2c7c3d40bdafb3,registered,0
GB-COH-00746708,cde2bcb378d7a4de323edd1de0eb518b,registered,0
GB-COH-13497263,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-13497271,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01150609,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01378710,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-10867225,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-SC123106,43004f730feb1f3c6f18c5e4d8b6b907,registered,0
GB-COH-00871912,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01228157,cde2bcb378d7a4de323edd1de0eb518b,registered,0
GB-COH-02544586,7a8fac861cc69e708aa89b3c7136c613,registered,0
GB-COH-04622996,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-SC387672,622c2ab01db3b7b507f1544b0a2974b3,registered,0
GB-COH-SC005098,43004f730feb1f3c6f18c5e4d8b6b907,registered,0
GB-COH-12825643,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00149435,f9063598d95022471c05262f170bcf87,registered,0
GB-COH-00432981,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00234106,30a1a78efd3054d1be2c7c3d40bdafb3,registered,0
GB-COH-00654667,30a1a78efd3054d1be2c7c3d40bdafb3,registered,0
GB-COH-00273831,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-03189276,1d8fe1cf64a675b9e4e2a33a75e8ae4d,registered,0
GB-COH-13789822,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-10129878,bd48457893a293cc5e9da8b91bbe3209,registered,0
GB-COH-13497268,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-13497266,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01454944,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01918796,cde2bcb378d7a4de323edd1de0eb518b,registered,0
GB-COH-15604635,a4671658b0f94ad9433e41b8f24de9ea,registered,0
GB-COH-09494479,a4671658b0f94ad9433e41b8f24de9ea,registered,0
GB-COH-00735658,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01150608,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00554057,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00593645,9bd01bcfa01ea3f89d8972959b3d95d8,registered,0
GB-COH-SC725848,2cbe2fb04816ee6699b4adca4580434f,registered,0
GB-COH-11352422,c0d6de6678be38e7c0d1a11bfcf81053,registered,0
GB-COH-01030652,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-05998019,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-08842913,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01094398,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-08298838,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00455852,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-07540266,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-15860354,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01290444,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00651878,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00194971,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00517403,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-04116177,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-02239062,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-SC107896,43004f730feb1f3c6f18c5e4d8b6b907,registered,0
GB-COH-14846392,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-SC000792,43004f730feb1f3c6f18c5e4d8b6b907,registered,0
GB-COH-05319369,32c6a47d0fe10327dd5161213829ae0e,registered,0
GB-COH-00211858,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-04145621,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-14829647,34c2e21070ce1969baab75433436bf6a,registered,0
GB-COH-12169614,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00263889,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-13464292,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00176671,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-08274009,ff2a413e4bad6d8f0c3551b59d33155c,registered,0
GB-COH-06034588,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-15319995,34c2e21070ce1969baab75433436bf6a,registered,0
GB-COH-13448827,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00542515,110b4f0169e9d15f7aa363a4c9bd2fa4,registered,0
GB-COH-00321630,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-05639411,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-14860361,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-14860118,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-15635784,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-14860102,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-13698426,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01214291,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00591214,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00240425,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-10202089,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-14789320,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00322365,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00146560,32c6a47d0fe10327dd5161213829ae0e,registered,0
GB-COH-04942439,32c6a47d0fe10327dd5161213829ae0e,registered,0
GB-COH-00446915,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01858781,9bd01bcfa01ea3f89d8972959b3d95d8,registered,0
GB-COH-00567280,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00190435,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00102498,fa4aa72dcd9f437f3f32a922d28ae0dd,registered,0
GB-COH-12097961,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00230748,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01337112,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00699446,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-12735096,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-02565511,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-11700098,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-00140132,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-11719854,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-01553681,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-14860376,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-12536263,32c6a47d0fe10327dd5161213829ae0e,registered,0
GB-COH-12349056,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-14846404,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-03604330,32c6a47d0fe10327dd5161213829ae0e,registered,0
GB-COH-SL027312,328bd1357f9de2f2ea77023a4c326499,registered,0
GB-COH-07152266,19672bcdb679fe622e078a55d88019fe,registered,0
GB-COH-00026538,ce93ef22a3b632187c89aa3c00194f53,registered,0
GB-COH-SC051614,43004f730feb1f3c6f18c5e4d8b6b907,registered,0
GB-COH-01732696,cde2bcb378d7a4de323edd1de0eb518b,registered,0
GB-COH-00178353,1e3d92cc84a0ea30ce289e86f64ac1e0,registered,0
GB-COH-11428488,8680f5af925ec3fc981ac1466001e384,registered,0
GB-COH-10953957,811160affbcd5966e4c554c745bd04a4,registered,0
GB-COH-00325744,ee2f31e7fbe8d3796b4dcdcd91d56073,registered,0
GB-COH-10542068,0ad5725c79a03ed634dd9a1b9bb16a1e,registered,0
GB-COH-00590743,9bd01bcfa01ea3f89d8972959b3d95d8,registered,0
GB-COH-04951416,ee2f31e7fbe8d3796b4dcdcd91d56073,registered,0
GB-COH-00609762,31cd348bfb932905523d4e841fce4302,registered,0
XI-LEI-391200PKEUF3Y2NUMW25,5a1867cd46f402388eefe7f0ad6f42c5,registered,0
XI-LEI-391200PKEUF3Y2NUMW25,5a1867cd46f402388eefe7f0ad6f42c5,business,1
XI-LEI-253400JT3MQWNDKMJE44,b57b5a53622844368889b356af79f035,registered,0
XI-LEI-253400JT3MQWNDKMJE44,da6aad872c670553df7dec04ae986424,business,1
XI-LEI-25340076BE9D5XUK4H54,8fd159ff94153979770d4aaa5bf0396b,registered,0
XI-LEI-25340076BE9D5XUK4H54,cb8935b2dbf647f874eb705b31306b7b,business,1
XI-LEI-253400EDWTVJSHMJ4D40,081a01f56cdb1b0f613935d4f9866a23,registered,0
XI-LEI-253400EDWTVJSHMJ4D40,eb0f5b10659d85c918ada8308a3c9b34,business,1
XI-LEI-213800AE1BBT5FYQGO52,a7a3ddcca9fa5644db4c17b163b0381a,registered,0
XI-LEI-213800AE1BBT5FYQGO52,a7a3ddcca9fa5644db4c17b163b0381a,business,1
XI-LEI-4OFD47D73QFJ1T1MOF29,05a586f815af6c0c20392a4ac52953a9,registered,0
XI-LEI-4OFD47D73QFJ1T1MOF29,05a586f815af6c0c20392a4ac52953a9,business,1
XI-LEI-549300U2MZ5WWK8T4F93,ac6460bc21f71ba488314bc40fb96466,registered,0
XI-LEI-549300U2MZ5WWK8T4F93,dd64691596a233ab745b80c5333cfc49,business,1
XI-LEI-54930037QVI60C8PTH78,62e10a10eb58fada1f5949d46003a5e7,registered,0
XI-LEI-54930037QVI60C8PTH78,62e10a10eb58fada1f5949d46003a5e7,business,1
XI-LEI-549300RIZJIA5P32N949,62e10a10eb58fada1f5949d46003a5e7,registered,0
XI-LEI-549300RIZJIA5P32N949,62e10a10eb58fada1f5949d46003a5e7,business,1
XI-LEI-549300H04VOZRXNDBI22,f8ceb8f72e461ddaae8345f46607e03b,registered,0
XI-LEI-549300H04VOZRXNDBI22,f8ceb8f72e461ddaae8345f46607e03b,business,1
XI-LEI-549300E13J5YVGT4E586,2aee63177e9ea48cf267fdf67b07ca52,registered,0
XI-LEI-549300E13J5YVGT4E586,2aee63177e9ea48cf267fdf67b07ca52,business,1
GB-COH-11573312,38ab2808a7535b8e6c57cf576d4358c8,registered,0
GB-COH-09788236,588e27162f310cb01b11cb266b3c104d,registered,0
GB-COH-03545857,c4149748a4557133563fc1fdb08cad33,registered,0
GB-COH-04282263,3faeb4022ea84d5b4151b964ba279722,registered,0
GB-COH-03015855,3faeb4022ea84d5b4151b964ba279722,registered,0
GB-COH-10872547,922c9a6305171d99f79515f6f19245ff,registered,0
GB-COH-09120252,2a79696f705618df335cd8e5c3def77f,registered,0
GB-COH-00084121,1670d59f89438e0800b0a4ab7c448f63,registered,0
GB-COH-07111468,6afed04c892f1dd30f0709723fb67336,registered,0
GB-COH-10644366,223ffa0238acbb5cb8f4bbb1adc9eb1c,registered,0
GB-COH-03291550,0eeccf4129c4181e7a3f539578ffcf9d,registered,0
GB-COH-01482455,0eeccf4129c4181e7a3f539578ffcf9d,registered,0
GB-COH-05528329,aba2631d66b7bf538197afc569115706,registered,0
GB-COH-03410466,38ab2808a7535b8e6c57cf576d4358c8,registered,0
GB-COH-02246951,aba2631d66b7bf538197afc569115706,registered,0
GB-COH-04118004,aba2631d66b7bf538197afc569115706,registered,0
GB-COH-03708142,e6dc7922710c992755d39f82553e0e5a,registered,0
GB-COH-05765286,1670d59f89438e0800b0a4ab7c448f63,registered,0
GB-COH-04521116,1670d59f89438e0800b0a4ab7c448f63,registered,0
GB-COH-01163844,feded9cb0cb67d1a89c08ab2a2b5a371,registered,0
GB-COH-12867899,aba2631d66b7bf538197afc569115706,registered,0
GB-COH-04071890,ce7ed3cdb67feee6e26503bd78d503a4,registered,0
GB-COH-05418537,0eeccf4129c4181e7a3f539578ffcf9d,registered,0
GB-COH-03394910,3faeb4022ea84d5b4151b964ba279722,registered,0
GB-COH-05830195,1670d59f89438e0800b0a4ab7c448f63,registered,0
GB-COH-00272225,aba2631d66b7bf538197afc569115706,registered,0
GB-COH-04485808,1670d59f89438e0800b0a4ab7c448f63,registered,0
GB-COH-07440158,d929f6e05038509aa383db829d69eb4e,registered,0
GB-COH-03709742,3faeb4022ea84d5b4151b964ba279722,registered,0
GB-COH-01693108,a78a50f1c224d35e6018c01f8179ec31,registered,0
GB-COH-02251116,aba2631d66b7bf538197afc569115706,registered,0
GB-COH-00184594,aba2631d66b7bf538197afc569115706,registered,0
GB-COH-00640846,b072c9ba8cd06b99375d4b3e635719cf,registered,0
GB-COH-09876101,2c732db0a97c17723ee22eec09607f34,registered,0
GB-COH-14525603,1670d59f89438e0800b0a4ab7c448f63,registered,0
GB-COH-03403993,aba2631d66b7bf538197afc569115706,registered,0
GB-COH-03394992,3faeb4022ea84d5b4151b964ba279722,registered,0
GB-COH-03209327,ef25563e7d6615439469ec69a948547a,registered,0
GB-COH-07918137,3e62cc0df73e043ad200b46dad977027,registered,0
GB-COH-00081701,34bd1f4afa3e1a0a16c30038249c1f4d,registered,0
GB-COH-15065208,90a5021e8f4e2ea7481272176f6251a7,registered,0
GB-COH-06341444,1670d59f89438e0800b0a4ab7c448f63,registered,0
