start_key,end_key,statementId,statementDate,recordId,recordType,recordStatus,declarationSubject,publicationDate,bodsVersion,publisherName,publisherUrl,publicationLicense,isComponent,sourceTypes,sourceUrl,interestIndex,bodsInterestType,family,directOrIndirect,beneficialOwnershipOrControl,shareMinimum,shareMaximum,startDate,endDate,details,detailsCategory,detailsValue
GB-COH-04984787,GB-COH-11116433,c5c975fa-0108-9d1c-cf16-29bb10d45976,2017-12-18,GB-COH-REL-11116433-Zmo4Y6GAq4yEO4s2P2DeK9VyKqc,relationship,closed,GB-COH-11116433,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2017-12-18,2024-11-30,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-00511097,GB-COH-11032205,bd549f79-6ec6-5798-5044-3df41a98da3c,2017-10-25,GB-COH-REL-11032205-SSJNYVQOXQxTJo7thtojuHV-LaM,relationship,closed,GB-COH-11032205,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2017-10-25,2018-06-18,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-11120527,GB-COH-07640868,59e33701-7277-35cb-06c2-0e3d2de19f5d,2018-01-17,GB-COH-REL-07640868-3pFbzD__E1LbxIhPvhhobUoDNkQ,relationship,new,GB-COH-07640868,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2018-01-17,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-11032246,GB-COH-11032205,d08316c4-2bd6-f725-4cd7-26bca96c7c94,2018-06-18,GB-COH-REL-11032205-jp6cYhswV-84RfO7wNFH4bX7Cdg,relationship,new,GB-COH-11032205,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2018-06-18,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-15920551,GB-COH-11116433,7f88246e-3551-1af7-e526-e173b10f407b,2024-11-30,GB-COH-REL-11116433-1ksjUr7X-_NxgSYTfJOrQ-Ieq2s,relationship,new,GB-COH-11116433,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2024-11-30,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-11032205,GB-COH-11120527,e1e89f21-fbe2-7eb7-1783-1f6a66ddf8ae,2018-11-26,GB-COH-REL-11120527-gaScmgAyrGFS_E6dMpuiXUzS_BA,relationship,new,GB-COH-11120527,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,25.0,50.0,2018-11-26,,"Relationship Type: ['ownership-of-shares-25-to-50-percent', 'voting-rights-25-to-50-percent']",Relationship Type,"['ownership-of-shares-25-to-50-percent', 'voting-rights-25-to-50-percent']"
GB-COH-11116433,GB-COH-11120527,2afde7a2-1a67-276f-51f5-5d2c15b0480e,2017-12-20,GB-COH-REL-11120527-oALh2kz5wQtHP2DIKm2WEsub0jQ,relationship,new,GB-COH-11120527,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,25.0,50.0,2017-12-20,,"Relationship Type: ['ownership-of-shares-25-to-50-percent', 'voting-rights-25-to-50-percent']",Relationship Type,"['ownership-of-shares-25-to-50-percent', 'voting-rights-25-to-50-percent']"
GB-COH-03886399,GB-COH-02393309,130acfc2-007d-c98d-968e-0f11139f5fbe,2019-03-29,GB-COH-REL-02393309-PEf_HCPQ_3X81xhg4Z0WT8tGyAo,relationship,closed,GB-COH-02393309,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2019-03-29,2024-09-13,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-07255980,GB-COH-04602885,9158938f-6f4c-6d04-2a47-840ae291c9f0,2016-04-06,GB-COH-REL-04602885-KFHBxdrkQtTD4LGJ8MNbrw9g8VY,relationship,new,GB-COH-04602885,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-03158124,GB-COH-07820781,dc5006e0-1bb1-90f4-f09e-d52ee591d372,2016-04-06,GB-COH-REL-07820781-cnkCkWHomtepCTrpJGnYD-OkTeQ,relationship,new,GB-COH-07820781,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-03158124,GB-COH-09926796,674dfe71-62c1-8a94-bf3c-44cb15ab18d1,2016-08-17,GB-COH-REL-09926796-sEnaMNCmr-79_XQLRcjqpkKoM5U,relationship,new,GB-COH-09926796,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,50.0,75.0,2016-08-17,,"Relationship Type: ['ownership-of-shares-50-to-75-percent', 'voting-rights-50-to-75-percent']",Relationship Type,"['ownership-of-shares-50-to-75-percent', 'voting-rights-50-to-75-percent']"
GB-COH-14173716,GB-COH-14177056,cbb43c49-90d5-9b34-6269-ebd01e05518b,2022-06-16,GB-COH-REL-14177056-45jpMHafKeoGw0rt5mnDk1n32wU,relationship,new,GB-COH-14177056,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2022-06-16,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']"
GB-COH-10336040,GB-COH-06409675,134ba228-33f0-cb40-89d1-037a90c86ced,2016-04-06,GB-COH-REL-06409675-6YkyoAe4c8Wm8jW3PMMicimndZY,relationship,new,GB-COH-06409675,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']"
GB-COH-03158124,GB-COH-06799825,75d43980-3d92-3f96-2c89-7832154e0812,2016-04-06,GB-COH-REL-06799825-_pl_CJQ-G6PpPgeDXgoQIb14wgc,relationship,new,GB-COH-06799825,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-03886399,GB-COH-15748728,70952eff-2a12-e9ce-d21c-3265d645dbbe,2024-05-29,GB-COH-REL-15748728-IrGCSeNgbsaeInW2IDx6E2Iuku0,relationship,closed,GB-COH-15748728,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2024-05-29,2024-10-10,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-15748728,GB-COH-03158124,665ec73d-d2d0-63cc-a81c-094affdab9aa,2024-09-13,GB-COH-REL-03158124-WJ2cx_5poSy9ET3qrgxucOnVQbo,relationship,new,GB-COH-03158124,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2024-09-13,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']"
GB-COH-15748728,GB-COH-02393309,e71b1805-0f0c-95eb-0073-212252ef270f,2024-09-13,GB-COH-REL-02393309-AM5tvbGV_RMDnki42zLmMCRpWDk,relationship,new,GB-COH-02393309,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2024-09-13,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']"
GB-COH-15748728,GB-COH-SC219887,efd1be91-a333-df1f-0312-34a36c5f1c14,2024-09-13,GB-COH-REL-SC219887-xOysG6qi9mTzzU8u_8_O9lhEGns,relationship,new,GB-COH-SC219887,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2024-09-13,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']"
GB-COH-04081901,GB-COH-07155949,8cd6b114-04f1-6a40-8340-49b327304cb2,2016-04-06,GB-COH-REL-07155949-l6uRuIFAIoIauz4wQWofkaxZG5g,relationship,new,GB-COH-07155949,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']"
GB-COH-02393309,GB-COH-SC338426,f7f30329-a10f-d8e5-a2ff-a7b1defd8893,2016-04-06,GB-COH-REL-SC338426-wLNVRewJDYKFeHICv6lnNfW0seU,relationship,closed,GB-COH-SC338426,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,25.0,50.0,2016-04-06,2018-07-12,"Relationship Type: ['ownership-of-shares-25-to-50-percent', 'voting-rights-25-to-50-percent']",Relationship Type,"['ownership-of-shares-25-to-50-percent', 'voting-rights-25-to-50-percent']"
GB-COH-02393309,GB-COH-02563623,3537072e-99e7-527a-e7aa-5f7f14690292,2016-04-06,GB-COH-REL-02563623-1yQS_Egmxd-gvUjyqAJTJ4HPHn0,relationship,new,GB-COH-02563623,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-03886399,GB-COH-02485860,2fcc6a45-68ca-e328-4388-09d048581627,2024-07-19,GB-COH-REL-02485860-H3Jy3BuADtxtR89VF9sqTAIA6lY,relationship,new,GB-COH-02485860,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2024-07-19,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-04081901,GB-COH-05656364,b0f783d1-f907-ae2e-dcb8-d740c0f5c4e4,2016-04-06,GB-COH-REL-05656364-_30b4as4qxLwhnk9Y4auYQAbrIA,relationship,new,GB-COH-05656364,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']"
GB-COH-14171811,GB-COH-14173716,44ca3490-ec86-eff9-7540-2501698be89a,2022-06-15,GB-COH-REL-14173716-V6kduNX-Gnq9bV6VLPOe0aLdfuc,relationship,new,GB-COH-14173716,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2022-06-15,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']"
GB-COH-02393309,GB-COH-06006643,875b076a-b2e5-20f7-0954-65d06dc854fd,2016-07-29,GB-COH-REL-06006643-Jl2e418t-lJwgzSb0pLFWi4ne5Y,relationship,new,GB-COH-06006643,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,25.0,50.0,2016-07-29,,Relationship Type: ['ownership-of-shares-25-to-50-percent'],Relationship Type,['ownership-of-shares-25-to-50-percent']
GB-COH-14177056,GB-COH-10336040,a038e5ae-c457-de14-d8fd-845b942c7ded,2023-01-26,GB-COH-REL-10336040-Mc5J7iw_46W9pDK2kzK4ghu37B4,relationship,new,GB-COH-10336040,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2023-01-26,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-06409675,GB-COH-04081901,9b7f103c-cb79-a05b-79bb-316c3f329274,2016-04-06,GB-COH-REL-04081901-NFHy2rNyI5jt33mProSfGl9Eb-c,relationship,new,GB-COH-04081901,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-06409675,GB-COH-07255980,88dd049f-eeae-400d-6b9c-4860a9f61a7b,2016-04-06,GB-COH-REL-07255980-ETcmSZ-PKM1uuMJrJmKG0r67hSk,relationship,new,GB-COH-07255980,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-03886399,GB-COH-09142569,6371b2f2-8c13-65f4-f458-b5a6de6a827c,2016-04-06,GB-COH-REL-09142569-r-bLeEMIkfTF_NrK-7qOGNAXyfA,relationship,new,GB-COH-09142569,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-02393309,GB-COH-02485860,90f06559-11fc-e7cc-fcc2-6fa64fc02c38,2016-04-06,GB-COH-REL-02485860-PHM1Hz_v_TAjv3j23R1cnCrVL-A,relationship,closed,GB-COH-02485860,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,2024-07-19,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-10336040,GB-COH-15748728,e2b25662-05f8-8ae5-5599-ca24b7eb24f4,2024-10-10,GB-COH-REL-15748728-6lMVEKmE8Bg8HBJkr4b0NxDcxOM,relationship,new,GB-COH-15748728,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2024-10-10,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-00031014,GB-COH-11205113,cc9583ad-39a5-6f3c-87b7-5e0b1d8dc57e,2018-02-14,GB-COH-REL-11205113-cptXHcRTLVSxnIj4BenyJ8EOtIg,relationship,closed,GB-COH-11205113,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2018-02-14,2022-07-25,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']"
GB-COH-12415316,GB-COH-12388231,0c8ed320-2d2e-e5c1-bcd6-674420d33daf,2020-04-08,GB-COH-REL-12388231-cgh-x0612eTPE6QmC57TORbzdOM,relationship,new,GB-COH-12388231,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2020-04-08,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent', 'right-to-appoint-and-remove-directors']"
GB-COH-00031014,GB-COH-11205113,0d0eedbc-2fd3-af8a-b484-eb7ddcc15201,2022-07-25,GB-COH-REL-11205113-H17yAIgwVQRq4yb5hdTmI-RTQWg,relationship,new,GB-COH-11205113,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2022-07-25,,"Relationship Type: ['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']",Relationship Type,"['ownership-of-shares-75-to-100-percent', 'voting-rights-75-to-100-percent']"
GB-COH-02529667,GB-COH-05982811,85c926a3-2f92-e437-9399-ad1a279cdc1e,2016-04-06,GB-COH-REL-05982811-7mcmMx7rpqdwCxJSgW5NiT0gvyQ,relationship,new,GB-COH-05982811,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,Relationship Type: ['ownership-of-shares-75-to-100-percent'],Relationship Type,['ownership-of-shares-75-to-100-percent']
GB-COH-02529667,GB-COH-05042139,969b7903-073a-5709-ab18-590bded2d586,2016-04-06,GB-COH-REL-05042139-Y13RG8lDZN4E2GShaarnhZne_-M,relationship,new,GB-COH-05042139,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,Relationship Type: ['ownership-of-shares-75-to-100-percent'],Relationship Type,['ownership-of-shares-75-to-100-percent']
GB-COH-02529667,GB-COH-03305223,01d37d07-3667-a763-2b7e-889f96d39c36,2016-04-06,GB-COH-REL-03305223-9lSSwpfNlu-0ZSe3Hwh6O4cfLCk,relationship,new,GB-COH-03305223,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,Relationship Type: ['ownership-of-shares-75-to-100-percent'],Relationship Type,['ownership-of-shares-75-to-100-percent']
GB-COH-02529667,GB-COH-03383583,01401b7a-a5f5-8f79-dc8a-cae79a127951,2016-04-06,GB-COH-REL-03383583-Qr032yARPe5amV7aw793PpnPNgs,relationship,new,GB-COH-03383583,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,Relationship Type: ['ownership-of-shares-75-to-100-percent'],Relationship Type,['ownership-of-shares-75-to-100-percent']
GB-COH-02529667,GB-COH-04273370,91a088c4-71dc-6764-c68a-78a94388ce58,2016-04-06,GB-COH-REL-04273370-7RGS-dRDmXcRys7phnK_HlEsZ8A,relationship,new,GB-COH-04273370,2025-03-05,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,Relationship Type: ['ownership-of-shares-75-to-100-percent'],Relationship Type,['ownership-of-shares-75-to-100-percent']
GB-COH-02529667,GB-COH-03299418,0d881bb3-b4de-6bf3-65fc-6a83e8a094c1,2016-04-06,GB-COH-REL-03299418-LlGSyY2mvbZZm6ugwotrvmtIOPk,relationship,new,GB-COH-03299418,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,Relationship Type: ['ownership-of-shares-75-to-100-percent'],Relationship Type,['ownership-of-shares-75-to-100-percent']
GB-COH-02529667,GB-COH-03305238,8edae39d-1912-df96-e00e-48af95a9e8a3,2016-04-06,GB-COH-REL-03305238-kfZpSJGzrMRe_EpaeyuU7ZfzNrc,relationship,new,GB-COH-03305238,2025-03-06,0.4,Open Ownership,https://www.openownership.org,https://creativecommons.org/publicdomain/zero/1.0/,false,"[""officialRegister""]",https://download.companieshouse.gov.uk/en_output.html,0,shareholding,OWNS,unknown,false,75.0,100.0,2016-04-06,,Relationship Type: ['ownership-of-shares-75-to-100-percent'],Relationship Type,['ownership-of-shares-75-to-100-percent']
