record_id,subject_lei,source_id,name_raw,name_norm,jurisdiction,inc_date,address_norm,lei,nat_reg
320b7bae-c8a5-c784-bde0-bff1ebf89c31,213800LH1BZH3DI6G760,,TOTALENERGIES MARKETING UK LIMITED,totalenergies marketing uk limited,GB,1955-08-19,"10 upper bank street (19th floor), canary wharf, london",,JUR:GB:00553535
1a78c768-8176-af5f-6908-ddb8df827aec,213800LH1BZH3DI6G760,,AVIATION SERVICE (IRAQ) LIMITED,aviation service iraq limited,GB,2014-05-02,"mw1 building 557 shoreham road, heathrow airport, london",,JUR:GB:09023011
d0ab1bde-4a9a-1423-e3f4-e3fc681a005e,213800LH1BZH3DI6G760,,TRICOYA UK LIMITED,tricoya uk limited,GB,2016-03-29,"suite 3 regency house 91, western road, brighton",,JUR:GB:10087465
052055e8-1672-6035-78db-44bac9f38750,213800LH1BZH3DI6G760,,ROPEMAKER DEANSGATE LIMITED,ropemaker deansgate limited,GB,2001-12-19,"chertsey road, sunbury on thames, middlesex",,JUR:GB:04342803
3dedeb9c-4f56-6a72-9c26-1badceae6ed9,213800LH1BZH3DI6G760,,ROPEMAKER PROPERTIES LIMITED,ropemaker properties limited,GB,1963-04-29,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00759094
c3c0a22f-bc34-9eb9-0d61-08be53ed21c3,213800LH1BZH3DI6G760,,KUWAIT PETROLEUM (U.K. HOLDINGS) LIMITED,kuwait petroleum u k holdings limited,GB,1986-10-10,"dukes court, duke street, woking, surrey",,JUR:GB:02063581
888855d6-02d2-7c46-ab15-80e646b904d5,213800LH1BZH3DI6G760,,KUWAIT PETROLEUM INTERNATIONAL AVIATION COMPANY (U.K.) LIMITED,kuwait petroleum international aviation company u k limited,GB,1983-08-09,"duke's court, duke street, woking, surrey",,JUR:GB:01744961
13c26851-2517-97d4-8720-c11ddfdf50ec,213800LH1BZH3DI6G760,,SNOWMASS HOLDINGS LIMITED,snowmass holdings limited,GB,2024-12-03,"chertsey road, sunbury on thames, middlesex",,JUR:GB:16116079
44d2c7b1-87fb-c9cd-b9f6-9656a390bcd5,213800LH1BZH3DI6G760,,SHELL MEX AND B.P. LIMITED,shell mex and b p limited,GB,1931-11-12,"shell centre, london",,JUR:GB:00260320
c274a80a-c302-88b2-c22d-7194c341eb92,213800LH1BZH3DI6G760,,SHELL U.K. LIMITED,shell u k limited,GB,1915-04-30,"shell centre, london",,JUR:GB:00140141
221583af-bad1-d635-8d85-110463680bc5,213800LH1BZH3DI6G760,,UNITED KINGDOM OIL PIPELINES LIMITED,united kingdom oil pipelines limited,GB,1963-01-11,"5-7 alexandra road, hemel hempstead, hertfordshire",,JUR:GB:00746708
5170ab95-a8fc-9f36-17c9-3aec4d2dcb88,213800LH1BZH3DI6G760,,MORGAN OFFSHORE WIND HOLDINGS LIMITED,morgan offshore wind holdings limited,GB,2021-07-06,"chertsey road, sunbury on thames, middlesex",,JUR:GB:13497263
a33019a1-3b3d-d221-a48f-1d2e8bcb4f25,213800LH1BZH3DI6G760,,MORGAN OFFSHORE WIND LIMITED,morgan offshore wind limited,GB,2021-07-06,"chertsey road, sunbury on thames, middlesex",,JUR:GB:13497271
0a02ef9a-0b2b-7d94-9074-1ef450912b73,213800LH1BZH3DI6G760,,AIR BP LIMITED,air bp limited,GB,1973-12-11,"chertsey road, sunbury on thames, middlesex",,JUR:GB:01150609
3e0d80ef-2ef1-4f46-f837-03f37ac2209d,213800LH1BZH3DI6G760,,BRITANNIC ENERGY TRADING LIMITED,britannic energy trading limited,GB,1978-07-14,"chertsey road, sunbury on thames, middlesex",,JUR:GB:01378710
a86e21dd-a9c7-e06d-a6bb-81e153361a7e,213800LH1BZH3DI6G760,,BRITANNIC MARKETING LIMITED,britannic marketing limited,GB,2017-07-14,"chertsey road, sunbury on thames, middlesex",,JUR:GB:10867225
9fee4a9c-eeea-03b1-0fce-3ae36423d6a0,213800LH1BZH3DI6G760,,BRITANNIC STRATEGIES LIMITED,britannic strategies limited,GB,1990-02-21,"1 wellheads avenue, dyce, aberdeen",,JUR:GB:SC123106
f4474fb6-b5c0-d725-c6aa-30d6a4c313a7,213800LH1BZH3DI6G760,,BRITANNIC TRADING LIMITED,britannic trading limited,GB,1966-02-21,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00871912
b832369e-b45f-99a9-5494-e97b5bcedbc0,213800LH1BZH3DI6G760,,BRITISH PIPELINE AGENCY LIMITED,british pipeline agency limited,GB,1975-09-30,"5-7 alexandra road, hemel hempstead, hertfordshire",,JUR:GB:01228157
64c23b60-0765-f90f-66f4-c457dbaa850d,213800LH1BZH3DI6G760,,PENTLAND AVIATION FUELLING SERVICES LIMITED,pentland aviation fuelling services limited,GB,1990-10-01,"suite 44 (c/o best4business accountants) beaufort court, admirals way, london",,JUR:GB:02544586
6a4a61b8-6081-76a0-2b9a-ffe7faf181ca,213800LH1BZH3DI6G760,,GUANGDONG INVESTMENTS LIMITED,guangdong investments limited,GB,2002-12-20,"chertsey road, sunbury on thames, middlesex",,JUR:GB:04622996
18114526-fa6c-2621-31d1-f2147788ab51,213800LH1BZH3DI6G760,,HELIEX POWER LIMITED,heliex power limited,GB,2010-10-26,"kelvin building bramah avenue, east kilbride, glasgow",,JUR:GB:SC387672
08ac6f68-48a4-09ba-b7b5-c209c54c17c3,213800LH1BZH3DI6G760,,CASTROL GROUP HOLDINGS LIMITED,castrol group holdings limited,GB,1902-05-15,"1 wellheads avenue, dyce, aberdeen",,JUR:GB:SC005098
8c646dbb-d648-ae5f-6cc3-339a9661d278,213800LH1BZH3DI6G760,,CASTROL HOLDINGS INTERNATIONAL LIMITED,castrol holdings international limited,GB,2020-08-20,"chertsey road, sunbury on thames, middlesex",,JUR:GB:12825643
3019ce99-6ac5-78b9-1eeb-4b115b967fe7,213800LH1BZH3DI6G760,,CASTROL LIMITED,castrol limited,GB,1918-01-23,"technology centre, whitchurch hill, pangbourne, reading",,JUR:GB:00149435
3033d297-e847-4d1f-5820-70cf59fae6b5,213800LH1BZH3DI6G760,,VICEROY INVESTMENTS LIMITED,viceroy investments limited,GB,1947-04-11,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00432981
413517d7-dbec-ee10-3879-5f465bbdecb3,213800LH1BZH3DI6G760,,CONSOLIDATED PETROLEUM COMPANY LIMITED(THE),consolidated petroleum company limited the,GB,1928-10-17,"shell centre, london",,JUR:GB:00234106
61b8b01c-6d5b-8fa8-eab6-c91da48fc415,213800LH1BZH3DI6G760,,CONSOLIDATED PETROLEUM SUPPLY COMPANY LIMITED(THE),consolidated petroleum supply company limited the,GB,1960-03-30,"shell centre, london",,JUR:GB:00654667
8d32ab7b-34c9-d2e7-db27-179f61355148,213800LH1BZH3DI6G760,,KENILWORTH OIL COMPANY LIMITED,kenilworth oil company limited,GB,1933-03-11,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00273831
f8837796-b8ef-777a-d440-2b9ce45f7b3e,213800LH1BZH3DI6G760,,HEATHROW AIRPORT FUEL COMPANY LIMITED,heathrow airport fuel company limited,GB,1996-04-23,"building 1204 sandringham road, heathrow airport, hounslow, middx",,JUR:GB:03189276
db2abd7f-569c-e063-cba6-e1fdfa318745,213800LH1BZH3DI6G760,,MORVEN OFFSHORE WIND HOLDINGS LIMITED,morven offshore wind holdings limited,GB,2021-12-08,"chertsey road, sunbury on thames, middlesex",,JUR:GB:13789822
c8189e07-f321-9d9f-822d-1be72943b92c,213800LH1BZH3DI6G760,,GRID EDGE LIMITED,grid edge limited,GB,2016-04-18,"3 waterfront business park, dudley road, brierley hill, west midlands",,JUR:GB:10129878
06f1079f-34f2-0e14-2829-0ece415391b7,213800LH1BZH3DI6G760,,MONA OFFSHORE WIND HOLDINGS LIMITED,mona offshore wind holdings limited,GB,2021-07-06,"chertsey road, sunbury on thames, middlesex",,JUR:GB:13497268
73676072-b07c-68ff-322d-7669308ae31b,213800LH1BZH3DI6G760,,MONA OFFSHORE WIND LIMITED,mona offshore wind limited,GB,2021-07-06,"chertsey road, sunbury on thames, middlesex",,JUR:GB:13497266
71f480a8-4c34-006c-951c-3e4f97e2c3fa,213800LH1BZH3DI6G760,,THE BP SHARE PLANS TRUSTEES LIMITED,the bp share plans trustees limited,GB,1979-10-18,"chertsey road, sunbury on thames, middlesex",,JUR:GB:01454944
267d7e15-3f90-f78e-4ee8-c7eb02066d93,213800LH1BZH3DI6G760,,WEST LONDON PIPELINE AND STORAGE LIMITED,west london pipeline and storage limited,GB,1985-06-03,"5-7 alexandra road, hemel hempstead, hertfordshire",,JUR:GB:01918796
3722bd96-c43f-a23e-d1af-529ce5536110,213800LH1BZH3DI6G760,,LIGHTSOURCE BP RENEWABLE ENERGY INVESTMENTS HOLDINGS LIMITED,lightsource bp renewable energy investments holdings limited,GB,2024-03-30,"7th floor, 33 holborn, london",,JUR:GB:15604635
65d467ef-0637-f537-c90a-68b0fb641eb0,213800LH1BZH3DI6G760,,LIGHTSOURCE BP RENEWABLE ENERGY INVESTMENTS LIMITED,lightsource bp renewable energy investments limited,GB,2015-03-17,"7th floor, 33 holborn, london",,JUR:GB:09494479
bc29778d-6ad9-419d-9a98-4efc27c80ffa,213800LH1BZH3DI6G760,,BP (ABU DHABI) LIMITED,bp abu dhabi limited,GB,1962-09-18,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00735658
77de0dff-bb7d-cedd-566a-eed6e088b1eb,213800LH1BZH3DI6G760,,BP (BARBICAN) LIMITED,bp barbican limited,GB,1973-12-11,"chertsey road, sunbury on thames, middlesex",,JUR:GB:01150608
36b21fb5-5826-fae1-4c7b-30601c51f05c,213800LH1BZH3DI6G760,,BP (GIBRALTAR) LIMITED,bp gibraltar limited,GB,1955-09-01,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00554057
2be627fe-ca74-63f9-1a02-20c5fc2c7233,213800LH1BZH3DI6G760,,BP (INDIAN AGENCIES) LIMITED,bp indian agencies limited,GB,1957-11-14,"c/o bdo llp, 5 temple square, liverpool",,JUR:GB:00593645
bf6bde40-a8f5-c797-baf7-c1777382a070,213800LH1BZH3DI6G760,,BP ABERDEEN HYDROGEN ENERGY LIMITED,bp aberdeen hydrogen energy limited,GB,2022-03-10,"c/o johnston carmichael bishop's court, 29 albyn place, aberdeen, aberdeenshire",,JUR:GB:SC725848
7fff3db1-40f4-d78f-ac12-72f6f48a9da7,213800LH1BZH3DI6G760,,BP ADVANCED MOBILITY LIMITED,bp advanced mobility limited,GB,2018-05-09,"c/o bp advanced mobility limited, chertsey road, sunbury on thames, middlesex",,JUR:GB:11352422
de0b5546-eb26-7a3c-8e57-e2331510c66e,213800LH1BZH3DI6G760,,BP AFRICA LIMITED,bp africa limited,GB,1971-11-10,"chertsey road, sunbury on thames, middlesex",,JUR:GB:01030652
5aa800cc-ed19-f0ff-9480-4a3a0c1af0d3,213800LH1BZH3DI6G760,,BP ALTERNATIVE ENERGY INVESTMENTS LIMITED,bp alternative energy investments limited,GB,2006-11-14,"chertsey road, sunbury on thames, middlesex",,JUR:GB:05998019
8e369b8c-7715-eebf-b850-bb6bbab46f09,213800LH1BZH3DI6G760,,BP AMERICA LIMITED,bp america limited,GB,2014-01-13,"chertsey road, sunbury on thames, middlesex",,JUR:GB:08842913
de3b86fb-1fce-ac91-1ef8-4911a72eba04,213800LH1BZH3DI6G760,,BP ASIA PACIFIC HOLDINGS LIMITED,bp asia pacific holdings limited,GB,1973-02-05,"chertsey road, sunbury on thames, middlesex",,JUR:GB:01094398
7e0cde9d-f213-aa9e-65ba-f663bfc5580d,213800LH1BZH3DI6G760,,BP AUSTRALIA SWAPS MANAGEMENT LIMITED,bp australia swaps management limited,GB,2012-11-19,"chertsey road, sunbury on thames, middlesex",,JUR:GB:08298838
df5b4401-f4b2-5a6a-752e-97dcc29be5f9,213800LH1BZH3DI6G760,,BP BENEVOLENT FUND TRUSTEES LIMITED,bp benevolent fund trustees limited,GB,1948-06-22,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00455852
95a380c2-a6d5-d9bd-4c03-b9a9584f7b47,213800LH1BZH3DI6G760,,BP BIOFUELS BRAZIL INVESTMENTS LIMITED,bp biofuels brazil investments limited,GB,2011-02-23,"chertsey road, sunbury on thames, middlesex",,JUR:GB:07540266
bf7c1861-f73d-5f6e-0b07-da5105428c46,213800LH1BZH3DI6G760,,BP BIOFUELS INVESTMENTS LIMITED,bp biofuels investments limited,GB,2024-07-26,"chertsey road, sunbury on thames, middlesex",,JUR:GB:15860354
b8864d4f-5099-0993-508a-20d66919ea45,213800LH1BZH3DI6G760,,BP CAPITAL MARKETS P.L.C.,bp capital markets p l c,GB,1976-12-14,"chertsey road, sunbury on thames, middlesex",,JUR:GB:01290444
035c2e06-9b9c-ec01-995c-29573e74a5e0,213800LH1BZH3DI6G760,,BP CAR FLEET LIMITED,bp car fleet limited,GB,1960-03-08,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00651878
c6891776-c8d7-f004-29bb-0f72155a3d1b,213800LH1BZH3DI6G760,,BP CHEMICALS LIMITED,bp chemicals limited,GB,1924-01-09,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00194971
59005891-1e62-3c01-e150-a52a99539c62,213800LH1BZH3DI6G760,,BP CONTINENTAL HOLDINGS LIMITED,bp continental holdings limited,GB,1953-03-20,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00517403
9160b81e-67ed-815d-46e8-d9a05c7e6b37,213800LH1BZH3DI6G760,,BP CORPORATE HOLDINGS LIMITED,bp corporate holdings limited,GB,2000-11-23,"chertsey road, sunbury on thames, middlesex",,JUR:GB:04116177
014295a5-6ca3-320c-e996-afa424a92c0a,213800LH1BZH3DI6G760,,BP EASTERN MEDITERRANEAN LIMITED,bp eastern mediterranean limited,GB,1988-04-04,"chertsey road, sunbury on thames, middlesex",,JUR:GB:02239062
88082bee-abe6-0c13-4fb2-45091e2de2ad,213800LH1BZH3DI6G760,,BP ENERGY EUROPE LIMITED,bp energy europe limited,GB,1987-11-27,"1 wellheads avenue, dyce, aberdeen",,JUR:GB:SC107896
9dfc88e2-89ba-18ee-9666-30170ad33bdb,213800LH1BZH3DI6G760,,BP ETA HOLDINGS LIMITED,bp eta holdings limited,GB,2023-05-04,"chertsey road, sunbury on thames, middlesex",,JUR:GB:14846392
05ae9ea0-de89-df55-7edb-d3fa1e656c70,213800LH1BZH3DI6G760,,BP EXPLORATION COMPANY LIMITED,bp exploration company limited,GB,1877-11-06,"1 wellheads avenue, dyce, aberdeen",,JUR:GB:SC000792
87206212-4484-48b5-e76e-25464d18634b,213800LH1BZH3DI6G760,,BP EXPLORATION OPERATING COMPANY LIMITED,bp exploration operating company limited,GB,1935-10-12,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00305943
df5043da-4c6b-00a6-47d9-719b901751dd,213800LH1BZH3DI6G760,,BP EXPLORATION PERSONNEL COMPANY LIMITED,bp exploration personnel company limited,GB,2004-12-22,"c/o bdo llp, 5 temple square, temple street, liverpool",,JUR:GB:05319369
661ed606-af57-dff3-eab3-a819d2b8cc1c,213800LH1BZH3DI6G760,,BP EXPRESS SHOPPING LIMITED,bp express shopping limited,GB,1926-02-19,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00211858
9d19ef06-9366-60cb-8d71-050fd91b9eb4,213800LH1BZH3DI6G760,,BP FINANCE P.L.C,bp finance p l c,GB,2001-01-22,"chertsey road, sunbury on thames, middlesex",,JUR:GB:04145621
5c3efc78-b9e8-d264-c456-17f17dfd1a7d,213800LH1BZH3DI6G760,,BP GAMMA HOLDINGS LIMITED,bp gamma holdings limited,GB,2023-04-26,"chertsey road, sunbury on thames, middlesex, england",,JUR:GB:14829647
c533373a-ad77-2c9e-23d7-2445aad4bf21,213800LH1BZH3DI6G760,,BP GAS & POWER INVESTMENTS LIMITED,bp gas power investments limited,GB,2019-08-22,"chertsey road, sunbury on thames, middlesex",,JUR:GB:12169614
65721539-b70c-168d-3110-b3f361e0f3fc,213800LH1BZH3DI6G760,,BP GLOBAL INVESTMENTS LIMITED,bp global investments limited,GB,1932-03-24,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00263889
823b0a13-316f-4d0e-0391-753212ee499f,213800LH1BZH3DI6G760,,BP GLOBAL SOLUTIONS LIMITED,bp global solutions limited,GB,2021-06-18,"chertsey road, sunbury on thames, middlesex",,JUR:GB:13464292
5721df23-636e-5184-0a71-46cbf550e9db,213800LH1BZH3DI6G760,,BP GREECE LIMITED,bp greece limited,GB,1921-09-07,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00176671
cfbb53c0-02a6-4f95-2c95-a2eea6058797,213800LH1BZH3DI6G760,,BP HOLDINGS CANADA LIMITED,bp holdings canada limited,GB,2012-10-30,"- chertsey road, sunbury on thames, middlesex",,JUR:GB:08274009
222a0a51-2a80-ac55-70aa-97503c56b06a,213800LH1BZH3DI6G760,,BP HOLDINGS NORTH AMERICA LIMITED,bp holdings north america limited,GB,2006-12-20,"chertsey road, sunbury on thames, middlesex",,JUR:GB:06034588
dbea322a-2551-e717-f569-8f095254dbc8,213800LH1BZH3DI6G760,,BP HYDROGEN AND CCS DEVELOPMENT COMPANY LIMITED,bp hydrogen and ccs development company limited,GB,2023-11-30,"chertsey road, sunbury on thames, middlesex, england",,JUR:GB:15319995
10ed19a6-edb6-d37e-77f1-f14c70554c60,213800LH1BZH3DI6G760,,BP INTEGRATED SOLUTIONS LIMITED,bp integrated solutions limited,GB,2021-06-10,"chertsey road, sunbury on thames, middlesex",,JUR:GB:13448827
bc8c7ec2-460f-8004-54bb-bda42497e399,213800LH1BZH3DI6G760,,BP INTERNATIONAL LIMITED,bp international limited,GB,1954-12-29,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00542515
9b8c91ee-16ff-f628-cb84-28c3d00d3969,213800LH1BZH3DI6G760,,BP INVESTMENT MANAGEMENT LIMITED,bp investment management limited,GB,1936-12-07,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00321630
51b0172a-4b5d-5337-51f3-b07115b3f59d,213800LH1BZH3DI6G760,,BP INVESTMENTS ASIA LIMITED,bp investments asia limited,GB,2005-11-29,"chertsey road, sunbury on thames, middlesex",,JUR:GB:05639411
dd8934ef-344e-57b7-adf5-a697d103d752,213800LH1BZH3DI6G760,,BP IOTA HOLDINGS LIMITED,bp iota holdings limited,GB,2023-05-10,"chertsey road, sunbury on thames, middlesex",,JUR:GB:14860361
6280a333-e373-9f89-87fa-69fd2c562e58,213800LH1BZH3DI6G760,,BP KAPPA HOLDINGS LIMITED,bp kappa holdings limited,GB,2023-05-10,"chertsey road, sunbury on thames, middlesex",,JUR:GB:14860118
5cc442c1-d618-826a-a546-23dac3b45b98,213800LH1BZH3DI6G760,,BP KOPPA LIMITED,bp koppa limited,GB,2024-04-11,"chertsey road, sunbury on thames, middlesex",,JUR:GB:15635784
9af7da20-a649-3829-8f2d-a54b55b42959,213800LH1BZH3DI6G760,,BP LAMBDA HOLDINGS LIMITED,bp lambda holdings limited,GB,2023-05-10,"chertsey road, sunbury on thames, middlesex",,JUR:GB:14860102
9e6ef37a-4582-83ae-90fb-1a9db8b3ba9f,213800LH1BZH3DI6G760,,BP LOW CARBON DEVELOPMENT COMPANY LIMITED,bp low carbon development company limited,GB,2021-10-22,"chertsey road, sunbury on thames, middlesex",,JUR:GB:13698426
cf3f1dec-80b2-9cc2-b4f0-a1483d74e73e,213800LH1BZH3DI6G760,,BP MARINE LIMITED,bp marine limited,GB,1975-05-29,"chertsey road, sunbury on thames, middlesex",,JUR:GB:01214291
656caa09-581b-974f-8969-f7ef3d6c78f1,213800LH1BZH3DI6G760,,BP MIDDLE EAST LIMITED,bp middle east limited,GB,1957-09-30,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00591214
d8d3a4a3-25d8-2824-4a4e-f92301a9db9a,213800LH1BZH3DI6G760,,BP MOCAMBIQUE LIMITED,bp mocambique limited,GB,1929-06-19,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00240425
1ced56bd-8a77-55c1-5423-0696e0372293,213800LH1BZH3DI6G760,,BP NEW VENTURES MIDDLE EAST LIMITED,bp new ventures middle east limited,GB,2016-05-26,"chertsey road, sunbury on thames, middlesex",,JUR:GB:10202089
7838ff84-df7a-e917-f889-a316a7cc9bd3,213800LH1BZH3DI6G760,,BP NORTH EAST OFFSHORE WIND LIMITED,bp north east offshore wind limited,GB,2023-04-10,"chertsey road, sunbury on thames, middlesex",,JUR:GB:14789320
8e91767f-e1cc-861d-b46d-92b1c0efa3f5,213800LH1BZH3DI6G760,,BP OIL INTERNATIONAL LIMITED,bp oil international limited,GB,1936-12-28,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00322365
e0e5fba3-c808-c25c-158a-4d9c1899249c,213800LH1BZH3DI6G760,,BP OIL LLANDARCY REFINERY LIMITED,bp oil llandarcy refinery limited,GB,1917-03-16,"c/o bdo llp, 5 temple square, temple street, liverpool",,JUR:GB:00146560
d8910aef-ed1a-afe8-a561-a41af4da9c1b,213800LH1BZH3DI6G760,,BP OIL LOGISTICS UK LIMITED,bp oil logistics uk limited,GB,2003-10-23,"c/o bdo llp, 5 temple square, temple street, liverpool",,JUR:GB:04942439
38ada534-aa01-f0f8-13bc-84d9027aa8b5,213800LH1BZH3DI6G760,,BP OIL UK LIMITED,bp oil uk limited,GB,1947-12-20,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00446915
b7743896-1b9a-006b-c81f-186bd63a7ca3,213800LH1BZH3DI6G760,,BP OIL VENEZUELA LIMITED,bp oil venezuela limited,GB,1984-10-26,"c/o bdo llp, 5 temple square, liverpool",,JUR:GB:01858781
f8f3bbc3-5824-6163-1269-2faa07e589d6,213800LH1BZH3DI6G760,,BP OIL VIETNAM LIMITED,bp oil vietnam limited,GB,1956-06-08,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00567280
e27e7e23-82b1-5f02-7650-5c1dec86760b,213800LH1BZH3DI6G760,,BP OIL YEMEN LIMITED,bp oil yemen limited,GB,1923-06-05,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00190435
3d4dff84-aab3-57b8-335a-89326dc42f03,213800LH1BZH3DI6G760,,BP P.L.C.,bp p l c,GB,1909-04-14,"1 st james's square, london",,JUR:GB:00102498
77a8b884-3efb-97f1-9f6f-2a659f976242,213800LH1BZH3DI6G760,,BP PENSION ESCROW LIMITED,bp pension escrow limited,GB,2019-07-11,"chertsey road, sunbury on thames, middlesex",,JUR:GB:12097961
3ac71d02-ab49-0afc-d5fb-d0a67beb62c4,213800LH1BZH3DI6G760,,BP PENSION TRUSTEES LIMITED,bp pension trustees limited,GB,1928-05-25,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00230748
da795147-5d5e-ac8e-cfdf-3664c20d6dda,213800LH1BZH3DI6G760,,BP PENSIONS LIMITED,bp pensions limited,GB,1977-11-02,"chertsey road, sunbury on thames, middlesex",,JUR:GB:01337112
9df980dd-b0ca-4dcf-40dc-a4ac07ce6821,213800LH1BZH3DI6G760,,BP PIPELINES (BTC) LIMITED,bp pipelines btc limited,GB,2001-11-05,"chertsey road, sunbury on thames, middlesex",,JUR:GB:04316931
8348fe60-0651-9b25-fc89-d675a63762ec,213800LH1BZH3DI6G760,,BP PIPELINES (SCP) LIMITED,bp pipelines scp limited,GB,2002-05-23,"chertsey road, sunbury on thames, middlesex",,JUR:GB:04446121
4b3e36f6-9d86-ac0f-9361-59a6284d814f,213800LH1BZH3DI6G760,,BP PROPERTIES LIMITED,bp properties limited,GB,1961-07-27,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00699446
9dd7909a-4ba8-cbe9-b63a-aae6bfae739d,213800LH1BZH3DI6G760,,BP RETAIL PROPERTIES LIMITED,bp retail properties limited,GB,2020-07-10,"chertsey road, sunbury on thames, middlesex",,JUR:GB:12735096
1779198b-75a3-6d0a-c912-577bef93a860,213800LH1BZH3DI6G760,,BP RUSSIAN INVESTMENTS LIMITED,bp russian investments limited,GB,1990-12-05,"chertsey road, sunbury on thames, middlesex",,JUR:GB:02565511
dfec3a68-ab76-8eb9-886c-4cd7ef698829,213800LH1BZH3DI6G760,,BP SCALE UP FACTORY LIMITED,bp scale up factory limited,GB,2018-11-27,"chertsey road, sunbury on thames, middlesex",,JUR:GB:11700098
76b020c8-2537-dd9f-452b-0b05ca02ce02,213800LH1BZH3DI6G760,,BP SHIPPING LIMITED,bp shipping limited,GB,1915-04-30,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00140132
60b2bf5b-0958-925f-0d75-5d0ab642bdd5,213800LH1BZH3DI6G760,,BP SOUTH AMERICA HOLDINGS LTD,bp south america holdings ltd,GB,2018-12-10,"chertsey road, sunbury on thames, middlesex",,JUR:GB:11719854
98ffb281-917b-80b3-dc3d-2aeb3bbcbfa3,213800LH1BZH3DI6G760,,BP TECHNOLOGY VENTURES LIMITED,bp technology ventures limited,GB,1981-03-27,"chertsey road, sunbury on thames, middlesex",,JUR:GB:01553681
7150343b-67a2-93c5-d816-00c839174760,213800LH1BZH3DI6G760,,BP THETA HOLDINGS LIMITED,bp theta holdings limited,GB,2023-05-10,"chertsey road, sunbury on thames, middlesex",,JUR:GB:14860376
19193ed7-1dc9-c852-e4bf-fb986dc370ad,213800LH1BZH3DI6G760,,BP UK FATIMA LIMITED,bp uk fatima limited,GB,2020-03-26,"c/o bdo llp, 5 temple square, temple street, liverpool",,JUR:GB:12536263
7ec3bb85-596f-6e2a-4d57-6b8d31f13048,213800LH1BZH3DI6G760,,BP UK RETAINED HOLDINGS LIMITED,bp uk retained holdings limited,GB,2019-12-04,"chertsey road, sunbury on thames, middlesex",,JUR:GB:12349056
e055f99c-1ba2-f732-6c6d-8b678f5259ce,213800LH1BZH3DI6G760,,BP ZETA HOLDINGS LIMITED,bp zeta holdings limited,GB,2023-05-04,"chertsey road, sunbury on thames, middlesex",,JUR:GB:14846404
68028173-d810-1b46-6336-e1d2b3531cae,213800LH1BZH3DI6G760,,BP+AMOCO INTERNATIONAL LIMITED,bp amoco international limited,GB,1998-07-27,"c/o bdo llp, 5 temple square, temple street, liverpool",,JUR:GB:03604330
cafeee90-44ad-3ea0-23a7-617a5047ccf8,213800LH1BZH3DI6G760,,DUNEDIN BUYOUT CO-INVESTMENT I L.P.,dunedin buyout co investment i l p,GB,2016-06-27,"2nd floor easter dalry house, 3 distillery lane, edinburgh",,JUR:GB:SL027312
995fb8a9-e9ab-0349-ddd5-73077e901491,213800LH1BZH3DI6G760,,ROCKETROUTE LIMITED,rocketroute limited,GB,2010-02-10,"white building studios, 1-4 cumberland place, southampton, england",,JUR:GB:07152266
f18e583e-36fd-09f1-3c52-78b18e62facb,213800LH1BZH3DI6G760,,"ESSO PETROLEUM COMPANY,LIMITED",esso petroleum company limited,GB,1888-04-27,"ermyn house, ermyn way, leatherhead, surrey",,JUR:GB:00026538
5b99df46-2a5b-a048-fb8e-31b3086c2c0d,213800LH1BZH3DI6G760,,S&JD ROBERTSON NORTH AIR LIMITED,s jd robertson north air limited,GB,1972-10-20,"1 wellheads avenue, dyce, aberdeen",,JUR:GB:SC051614
6999ca44-c81d-f694-3e73-478c7a8ee54d,213800LH1BZH3DI6G760,,WALTON-GATWICK PIPELINE COMPANY LIMITED,walton gatwick pipeline company limited,GB,1983-06-17,"5-7 alexandra road, hemel hempstead, hertfordshire",,JUR:GB:01732696
8a013424-b5de-ba7e-ac1b-7bbe8d073725,213800LH1BZH3DI6G760,,CADMAN DBP LIMITED,cadman dbp limited,GB,1921-12-13,"chertsey road, sunbury on thames, middlesex",,JUR:GB:00178353
